fd,type,laddr,raddr,pid,detection_time,closed_time
52,2,"addr(ip='192.168.1.38', port=45921)","addr(ip='172.217.17.3', port=443)",4093,1620561376,1620561396
51,1,"addr(ip='192.168.1.38', port=37432)","addr(ip='149.154.165.120', port=443)",30276,1620561325,1620561406
-1,1,"addr(ip='192.168.1.38', port=47162)","addr(ip='142.250.200.110', port=443)",0,1620561376,1620561436
-1,1,"addr(ip='192.168.1.38', port=55574)","addr(ip='172.217.17.3', port=443)",0,1620561376,1620561436
-1,1,"addr(ip='192.168.1.38', port=34244)","addr(ip='142.250.185.10', port=443)",0,1620561386,1620561446
49,2,"addr(ip='192.168.1.38', port=56910)","addr(ip='216.58.215.132', port=443)",4093,1620561426,1620561456
31,1,"addr(ip='192.168.1.38', port=58134)","addr(ip='52.114.104.173', port=443)",2729,1620561325,1620561467
52,2,"addr(ip='192.168.1.38', port=60396)","addr(ip='216.58.215.130', port=443)",4093,1620561436,1620561467
38,1,"addr(ip='192.168.1.38', port=32906)","addr(ip='52.20.51.107', port=443)",4093,1620561244,1620561487
39,1,"addr(ip='192.168.1.38', port=52336)","addr(ip='54.85.240.191', port=443)",4093,1620561244,1620561487
-1,1,"addr(ip='192.168.1.38', port=44468)","addr(ip='216.58.215.130', port=443)",0,1620561436,1620561497
15,1,"addr(ip='192.168.1.38', port=34334)","addr(ip='216.58.209.74', port=443)",4045,1620561386,1620561507
-1,1,"addr(ip='192.168.1.38', port=51378)","addr(ip='34.120.186.93', port=443)",0,1620561446,1620561507
143,2,"addr(ip='192.168.1.38', port=51380)","addr(ip='142.250.201.66', port=443)",4093,1620552721,1620561537
43,1,"addr(ip='192.168.1.38', port=51380)","addr(ip='54.85.240.191', port=443)",4093,1620556747,1620561537
46,1,"addr(ip='192.168.1.38', port=51380)","addr(ip='34.120.186.93', port=443)",4093,1620561467,1620561537
52,1,"addr(ip='192.168.1.38', port=44812)","addr(ip='34.107.195.226', port=443)",4093,1620561477,1620561547
-1,1,"addr(ip='192.168.1.38', port=44816)","addr(ip='34.107.195.226', port=443)",0,1620561487,1620561547
52,1,"addr(ip='192.168.1.38', port=44824)","addr(ip='142.250.200.78', port=443)",4093,1620557928,1620561567
-1,1,"addr(ip='192.168.1.38', port=44824)","addr(ip='34.107.195.226', port=443)",0,1620561507,1620561567
238,2,"addr(ip='192.168.1.38', port=33579)",(),4054,1620561578,1620561588
52,1,"addr(ip='192.168.1.38', port=47590)","addr(ip='216.58.215.132', port=443)",4093,1620561598,1620561608
47,2,"addr(ip='192.168.1.38', port=43821)","addr(ip='216.58.215.132', port=443)",4093,1620561598,1620561638
40,2,"addr(ip='192.168.1.38', port=56199)","addr(ip='142.250.184.14', port=443)",4093,1620561618,1620561648
49,1,"addr(ip='192.168.1.38', port=37662)","addr(ip='162.247.243.147', port=443)",4093,1620561598,1620561668
-1,1,"addr(ip='192.168.1.38', port=54212)","addr(ip='142.250.184.14', port=443)",0,1620561618,1620561678
40,2,"addr(ip='192.168.1.38', port=59006)","addr(ip='172.217.168.170', port=443)",4093,1620561678,1620561708
238,2,"addr(ip='192.168.1.38', port=34365)",(),4054,1620561698,1620561708
39,1,"addr(ip='192.168.1.38', port=52372)","addr(ip='54.85.240.191', port=443)",4093,1620561487,1620561719
38,1,"addr(ip='192.168.1.38', port=48664)","addr(ip='54.236.232.171', port=443)",4093,1620561487,1620561719
47,1,"addr(ip='192.168.1.38', port=54612)","addr(ip='172.217.168.170', port=443)",4093,1620561678,1620561749
31,1,"addr(ip='192.168.1.38', port=58168)","addr(ip='52.114.104.173', port=443)",2729,1620561507,1620561809
238,2,"addr(ip='192.168.1.38', port=39131)",(),4054,1620561819,1620561830
49,1,"addr(ip='192.168.1.38', port=58144)","addr(ip='92.123.56.158', port=443)",4093,1620561840,1620561850
238,2,"addr(ip='192.168.1.38', port=39523)",(),4054,1620561940,1620561950
46,1,"addr(ip='192.168.1.38', port=37682)","addr(ip='162.247.243.147', port=443)",4093,1620561900,1620561971
-1,1,"addr(ip='192.168.1.38', port=51422)","addr(ip='34.120.186.93', port=443)",0,1620561920,1620561981
31,1,"addr(ip='192.168.1.38', port=48134)","addr(ip='52.113.199.104', port=443)",2729,1620561819,1620561991
33,1,"addr(ip='192.168.1.38', port=38070)","addr(ip='52.113.194.132', port=443)",2729,1620561910,1620562041
34,1,"addr(ip='192.168.1.38', port=54626)","addr(ip='20.190.160.1', port=443)",2729,1620561910,1620562041
46,2,"addr(ip='192.168.1.38', port=54745)","addr(ip='142.250.200.78', port=443)",4093,1620562021,1620562051
238,2,"addr(ip='192.168.1.38', port=58894)",(),4054,1620562061,1620562071
39,1,"addr(ip='192.168.1.38', port=34006)","addr(ip='34.224.160.110', port=443)",4093,1620561729,1620562081
38,1,"addr(ip='192.168.1.38', port=36584)","addr(ip='52.0.218.127', port=443)",4093,1620561729,1620562081
31,1,"addr(ip='192.168.1.38', port=48148)","addr(ip='52.113.199.104', port=443)",2729,1620562011,1620562142
15,1,"addr(ip='192.168.1.38', port=34392)","addr(ip='216.58.209.74', port=443)",4045,1620562021,1620562142
238,2,"addr(ip='192.168.1.38', port=43508)",(),4054,1620562182,1620562192
31,1,"addr(ip='192.168.1.38', port=58168)","addr(ip='52.114.104.173', port=443)",2729,1620561507,1620562212
49,1,"addr(ip='192.168.1.38', port=58168)","addr(ip='92.123.56.158', port=443)",4093,1620562202,1620562212
32,1,"addr(ip='192.168.1.38', port=38086)","addr(ip='52.113.194.132', port=443)",2729,1620562162,1620562283
-1,1,"addr(ip='192.168.1.38', port=51440)","addr(ip='216.147.215.200', port=443)",0,1620561184,1620562293
-1,1,"addr(ip='192.168.1.38', port=51440)","addr(ip='34.120.186.93', port=443)",0,1620562222,1620562293
49,2,"addr(ip='192.168.1.38', port=51743)","addr(ip='142.250.184.4', port=443)",4093,1620562263,1620562293
58,2,"addr(ip='192.168.1.38', port=51444)","addr(ip='142.250.200.78', port=443)",4093,1620557252,1620562303
-1,1,"addr(ip='192.168.1.38', port=53426)","addr(ip='35.224.170.84', port=80)",0,1620562243,1620562303
-1,1,"addr(ip='192.168.1.38', port=51444)","addr(ip='34.120.186.93', port=443)",0,1620562243,1620562303
-1,1,"addr(ip='192.168.1.38', port=51446)","addr(ip='34.120.186.93', port=443)",0,1620562253,1620562313
38,1,"addr(ip='192.168.1.38', port=34268)","addr(ip='50.16.217.136', port=443)",4093,1620562081,1620562323
39,1,"addr(ip='192.168.1.38', port=52412)","addr(ip='54.85.240.191', port=443)",4093,1620562081,1620562323
-1,1,"addr(ip='192.168.1.38', port=37716)","addr(ip='162.247.243.147', port=443)",0,1620562263,1620562323
46,2,"addr(ip='192.168.1.38', port=51552)","addr(ip='172.217.17.3', port=443)",4093,1620562293,1620562323
-1,1,"addr(ip='192.168.1.38', port=55658)","addr(ip='172.217.17.3', port=443)",0,1620562293,1620562354
34,1,"addr(ip='192.168.1.38', port=58454)","addr(ip='140.82.113.26', port=443)",4093,1620560619,1620562364
-1,1,"addr(ip='192.168.1.38', port=51454)","addr(ip='34.120.186.93', port=443)",0,1620562313,1620562374
46,1,"addr(ip='192.168.1.38', port=51456)","addr(ip='34.120.186.93', port=443)",4093,1620562323,1620562394
-1,1,"addr(ip='192.168.1.38', port=44892)","addr(ip='34.107.195.226', port=443)",0,1620562333,1620562394
-1,1,"addr(ip='192.168.1.38', port=51466)","addr(ip='34.120.186.93', port=443)",0,1620562374,1620562434
-1,1,"addr(ip='192.168.1.38', port=51468)","addr(ip='216.147.215.200', port=443)",0,1620561214,1620562454
46,1,"addr(ip='192.168.1.38', port=51468)","addr(ip='34.120.186.93', port=443)",4093,1620562384,1620562454
-1,1,"addr(ip='192.168.1.38', port=51470)","addr(ip='216.147.215.200', port=443)",0,1620561214,1620562464
-1,1,"addr(ip='192.168.1.38', port=51470)","addr(ip='34.120.186.93', port=443)",0,1620562404,1620562464
-1,1,"addr(ip='192.168.1.38', port=51472)","addr(ip='216.147.215.200', port=443)",0,1620561214,1620562475
46,1,"addr(ip='192.168.1.38', port=51472)","addr(ip='34.120.186.93', port=443)",4093,1620562404,1620562475
50,2,"addr(ip='192.168.1.38', port=55174)","addr(ip='142.250.184.4', port=443)",4093,1620562444,1620562475
31,1,"addr(ip='192.168.1.38', port=60062)","addr(ip='52.114.104.169', port=443)",2729,1620562192,1620562495
46,1,"addr(ip='192.168.1.38', port=51474)","addr(ip='34.120.186.93', port=443)",4093,1620562424,1620562495
46,1,"addr(ip='192.168.1.38', port=51476)","addr(ip='34.120.186.93', port=443)",4093,1620562434,1620562505
-1,1,"addr(ip='192.168.1.38', port=51480)","addr(ip='34.120.186.93', port=443)",0,1620562454,1620562515
46,1,"addr(ip='192.168.1.38', port=51482)","addr(ip='34.120.186.93', port=443)",4093,1620562454,1620562525
46,1,"addr(ip='192.168.1.38', port=51484)","addr(ip='34.120.186.93', port=443)",4093,1620562475,1620562546
38,1,"addr(ip='192.168.1.38', port=58126)","addr(ip='35.174.210.7', port=443)",4093,1620562323,1620562566
39,1,"addr(ip='192.168.1.38', port=48736)","addr(ip='54.236.232.171', port=443)",4093,1620562323,1620562566
46,1,"addr(ip='192.168.1.38', port=51486)","addr(ip='34.120.186.93', port=443)",4093,1620562485,1620562566
50,1,"addr(ip='192.168.1.38', port=44918)","addr(ip='34.107.195.226', port=443)",4093,1620562495,1620562566
164,1,"addr(ip='192.168.1.38', port=58230)","addr(ip='5.255.145.27', port=443)",4093,1620553045,1620562576
46,1,"addr(ip='192.168.1.38', port=51492)","addr(ip='34.120.186.93', port=443)",4093,1620562505,1620562576
47,1,"addr(ip='192.168.1.38', port=58230)","addr(ip='92.123.56.158', port=443)",4093,1620562566,1620562576
46,1,"addr(ip='192.168.1.38', port=51494)","addr(ip='34.120.186.93', port=443)",4093,1620562515,1620562586
-1,1,"addr(ip='192.168.1.38', port=44926)","addr(ip='34.107.195.226', port=443)",0,1620562525,1620562586
31,1,"addr(ip='192.168.1.38', port=33878)","addr(ip='52.114.92.96', port=443)",2729,1620562505,1620562677
46,1,"addr(ip='192.168.1.38', port=43886)","addr(ip='162.247.243.146', port=443)",4093,1620562687,1620562757
238,2,"addr(ip='192.168.1.38', port=55072)",(),4054,1620562777,1620562787
38,1,"addr(ip='192.168.1.38', port=52484)","addr(ip='54.85.240.191', port=443)",4093,1620562566,1620562858
39,1,"addr(ip='192.168.1.38', port=45062)","addr(ip='3.224.140.159', port=443)",4093,1620562566,1620562858
31,1,"addr(ip='192.168.1.38', port=42088)","addr(ip='52.113.199.115', port=443)",2729,1620562737,1620562868
-1,1,"addr(ip='192.168.1.38', port=51510)","addr(ip='34.120.186.93', port=443)",0,1620562818,1620562878
238,2,"addr(ip='192.168.1.38', port=43147)",(),4054,1620562898,1620562908
46,2,"addr(ip='192.168.1.38', port=59019)","addr(ip='142.250.184.163', port=443)",4093,1620562898,1620562929
54,1,"addr(ip='192.168.1.38', port=58256)","addr(ip='92.123.56.158', port=443)",4093,1620562918,1620562929
49,2,"addr(ip='192.168.1.38', port=58612)","addr(ip='142.250.184.14', port=443)",4093,1620562908,1620562939
-1,1,"addr(ip='192.168.1.38', port=51138)","addr(ip='34.120.186.93', port=443)",0,1620561022,1620562959
-1,1,"addr(ip='192.168.1.38', port=51138)","addr(ip='142.250.184.163', port=443)",0,1620562898,1620562959
-1,1,"addr(ip='192.168.1.38', port=54334)","addr(ip='142.250.184.14', port=443)",0,1620562908,1620562969
238,2,"addr(ip='192.168.1.38', port=53155)",(),4054,1620563019,1620563029
31,1,"addr(ip='192.168.1.38', port=42104)","addr(ip='52.113.199.115', port=443)",2729,1620562918,1620563039
46,1,"addr(ip='192.168.1.38', port=37794)","addr(ip='162.247.243.147', port=443)",4093,1620562979,1620563049
67,1,"addr(ip='192.168.1.38', port=59929)","addr(ip='52.113.194.132', port=443)",4462,1620562999,1620563069
238,2,"addr(ip='192.168.1.38', port=54787)",(),4054,1620563140,1620563150
39,1,"addr(ip='192.168.1.38', port=46908)","addr(ip='54.173.95.250', port=443)",4093,1620555425,1620563160
39,1,"addr(ip='192.168.1.38', port=48614)","addr(ip='34.206.144.132', port=443)",4093,1620562868,1620563160
-1,1,"addr(ip='192.168.1.38', port=46908)","addr(ip='34.122.121.32', port=80)",0,1620563140,1620563160
38,1,"addr(ip='192.168.1.38', port=50220)","addr(ip='34.120.186.93', port=443)",4093,1620556141,1620563200
46,2,"addr(ip='192.168.1.38', port=50220)","addr(ip='142.250.200.78', port=443)",4093,1620563170,1620563200
38,1,"addr(ip='192.168.1.38', port=48388)","addr(ip='54.173.95.250', port=443)",4093,1620562868,1620563220
-1,1,"addr(ip='192.168.1.38', port=53516)","addr(ip='35.224.170.84', port=80)",0,1620563160,1620563220
-1,1,"addr(ip='192.168.1.38', port=36296)","addr(ip='142.250.201.74', port=443)",0,1620563160,1620563220
-1,1,"addr(ip='192.168.1.38', port=53124)","addr(ip='172.217.17.10', port=443)",0,1620563160,1620563220
49,1,"addr(ip='192.168.1.38', port=45772)","addr(ip='142.250.200.78', port=443)",4093,1620563170,1620563241
238,2,"addr(ip='192.168.1.38', port=46232)",(),4054,1620563261,1620563271
47,1,"addr(ip='192.168.1.38', port=58274)","addr(ip='92.123.56.158', port=443)",4093,1620563281,1620563291
238,2,"addr(ip='192.168.1.38', port=40319)",(),4054,1620563381,1620563391
46,1,"addr(ip='192.168.1.38', port=37812)","addr(ip='162.247.243.147', port=443)",4093,1620563341,1620563411
47,2,"addr(ip='192.168.1.38', port=40320)","addr(ip='142.250.200.78', port=443)",4093,1620563462,1620563492
46,2,"addr(ip='192.168.1.38', port=60717)","addr(ip='142.250.201.68', port=443)",4093,1620563462,1620563492
52,2,"addr(ip='192.168.1.38', port=35809)","addr(ip='172.217.168.170', port=443)",4093,1620563482,1620563512
238,2,"addr(ip='192.168.1.38', port=56152)",(),4054,1620563502,1620563512
39,1,"addr(ip='192.168.1.38', port=55430)","addr(ip='52.72.43.177', port=443)",4093,1620563160,1620563522
31,1,"addr(ip='192.168.1.38', port=59074)","addr(ip='52.114.104.171', port=443)",2729,1620563391,1620563522
-1,1,"addr(ip='192.168.1.38', port=53536)","addr(ip='35.224.170.84', port=80)",0,1620563462,1620563522
-1,1,"addr(ip='192.168.1.38', port=45788)","addr(ip='142.250.200.78', port=443)",0,1620563462,1620563522
118,1,"addr(ip='192.168.1.38', port=54764)","addr(ip='74.125.97.42', port=443)",4093,1620552913,1620563552
54,1,"addr(ip='192.168.1.38', port=54764)","addr(ip='172.217.168.170', port=443)",4093,1620563482,1620563552
38,1,"addr(ip='192.168.1.38', port=52524)","addr(ip='54.85.240.191', port=443)",4093,1620563220,1620563582
32,1,"addr(ip='192.168.1.38', port=38216)","addr(ip='52.113.194.132', port=443)",2729,1620563623,1620563753
-1,1,"addr(ip='192.168.1.38', port=51568)","addr(ip='34.120.186.93', port=443)",0,1620563723,1620563783
39,1,"addr(ip='192.168.1.38', port=40636)","addr(ip='54.144.172.128', port=443)",4093,1620563522,1620563824
-1,1,"addr(ip='192.168.1.38', port=37838)","addr(ip='162.247.243.147', port=443)",0,1620563763,1620563824
29,1,"addr(ip='192.168.1.38', port=58206)","addr(ip='152.199.19.160', port=443)",10298,1620563763,1620563834
38,1,"addr(ip='192.168.1.38', port=36736)","addr(ip='52.0.218.127', port=443)",4093,1620563522,1620563884
37,2,"addr(ip='192.168.1.38', port=44256)","addr(ip='172.217.17.3', port=443)",4093,1620553216,1620564005
31,1,"addr(ip='192.168.1.38', port=44256)","addr(ip='52.114.92.153', port=443)",2729,1620563814,1620564005
39,1,"addr(ip='192.168.1.38', port=54016)","addr(ip='52.45.140.234', port=443)",4093,1620563824,1620564065
38,1,"addr(ip='192.168.1.38', port=48450)","addr(ip='54.173.95.250', port=443)",4093,1620563824,1620564065
-1,1,"addr(ip='192.168.1.38', port=53568)","addr(ip='35.224.170.84', port=80)",0,1620564055,1620564125
46,2,"addr(ip='192.168.1.38', port=55563)","addr(ip='216.58.209.67', port=443)",4093,1620564095,1620564125
-1,1,"addr(ip='192.168.1.38', port=60786)","addr(ip='216.58.209.67', port=443)",0,1620564095,1620564156
-1,1,"addr(ip='192.168.1.38', port=43972)","addr(ip='162.247.243.146', port=443)",0,1620564125,1620564186
49,2,"addr(ip='192.168.1.38', port=54924)","addr(ip='216.58.215.132', port=443)",4093,1620564186,1620564216
-1,1,"addr(ip='192.168.1.38', port=58802)","addr(ip='216.58.215.138', port=443)",0,1620553831,1620564286
43,2,"addr(ip='192.168.1.38', port=58802)","addr(ip='142.250.200.138', port=443)",4093,1620559903,1620564286
34,1,"addr(ip='192.168.1.38', port=58802)","addr(ip='140.82.113.25', port=443)",4093,1620562364,1620564286
-1,1,"addr(ip='192.168.1.38', port=50236)","addr(ip='34.120.186.93', port=443)",0,1620556212,1620564367
39,1,"addr(ip='192.168.1.38', port=50236)","addr(ip='3.209.181.79', port=443)",4093,1620564065,1620564367
-1,1,"addr(ip='192.168.1.38', port=46978)","addr(ip='34.122.121.32', port=80)",0,1620564357,1620564377
-1,1,"addr(ip='192.168.1.38', port=46986)","addr(ip='34.122.121.32', port=80)",0,1620564377,1620564387
38,1,"addr(ip='192.168.1.38', port=52568)","addr(ip='54.85.240.191', port=443)",4093,1620564065,1620564427
-1,1,"addr(ip='192.168.1.38', port=40106)","addr(ip='142.250.201.77', port=443)",0,1620564377,1620564437
-1,1,"addr(ip='192.168.1.38', port=34484)","addr(ip='142.250.185.10', port=443)",0,1620564377,1620564437
-1,1,"addr(ip='192.168.1.38', port=33980)","addr(ip='142.250.200.138', port=443)",0,1620564387,1620564447
-1,1,"addr(ip='192.168.1.38', port=33982)","addr(ip='142.250.200.138', port=443)",0,1620564387,1620564447
-1,2,"addr(ip='192.168.1.38', port=43290)",(),0,1620564457,1620564467
31,1,"addr(ip='192.168.1.38', port=54236)","addr(ip='52.114.104.174', port=443)",2729,1620564357,1620564478
47,2,"addr(ip='192.168.1.38', port=53563)","addr(ip='142.250.184.162', port=443)",4093,1620564447,1620564478
52,1,"addr(ip='192.168.1.38', port=56314)","addr(ip='142.250.184.162', port=443)",4093,1620564447,1620564518
121,2,"addr(ip='192.168.1.38', port=44002)","addr(ip='74.125.97.135', port=443)",4093,1620552913,1620564548
-1,1,"addr(ip='192.168.1.38', port=44002)","addr(ip='34.107.195.226', port=443)",0,1620557706,1620564548
-1,1,"addr(ip='192.168.1.38', port=44002)","addr(ip='162.247.243.146', port=443)",0,1620564488,1620564548
47,2,"addr(ip='192.168.1.38', port=57647)","addr(ip='172.217.168.164', port=443)",4093,1620564538,1620564568
32,1,"addr(ip='192.168.1.38', port=59840)","addr(ip='52.114.77.192', port=443)",2729,1620564558,1620564578
36,1,"addr(ip='192.168.1.38', port=52006)","addr(ip='52.113.205.120', port=443)",2729,1620564558,1620564578
33,1,"addr(ip='192.168.1.38', port=59842)","addr(ip='52.114.77.192', port=443)",2729,1620564558,1620564588
31,1,"addr(ip='192.168.1.38', port=51998)","addr(ip='52.113.205.120', port=443)",2729,1620564558,1620564588
238,2,"addr(ip='192.168.1.38', port=56002)",(),4054,1620564578,1620564588
39,1,"addr(ip='192.168.1.38', port=45162)","addr(ip='3.224.140.159', port=443)",4093,1620564367,1620564598
34,1,"addr(ip='192.168.1.38', port=38282)","addr(ip='52.113.194.132', port=443)",2729,1620564558,1620564679
35,1,"addr(ip='192.168.1.38', port=38286)","addr(ip='52.113.194.132', port=443)",2729,1620564558,1620564689
-1,1,"addr(ip='192.168.1.38', port=51638)","addr(ip='34.120.186.93', port=443)",0,1620564618,1620564689
-1,1,"addr(ip='192.168.1.38', port=34610)","addr(ip='216.58.209.74', port=443)",0,1620564628,1620564689
-1,1,"addr(ip='192.168.1.38', port=42068)","addr(ip='142.250.184.170', port=443)",0,1620564628,1620564689
-1,1,"addr(ip='192.168.1.38', port=34614)","addr(ip='216.58.209.74', port=443)",0,1620564628,1620564689
-1,1,"addr(ip='192.168.1.38', port=34618)","addr(ip='216.58.209.74', port=443)",0,1620564628,1620564689
47,2,"addr(ip='192.168.1.38', port=49558)","addr(ip='142.250.201.68', port=443)",4093,1620564658,1620564689
238,2,"addr(ip='192.168.1.38', port=58184)",(),4054,1620564699,1620564709
38,1,"addr(ip='192.168.1.38', port=52600)","addr(ip='54.85.240.191', port=443)",4093,1620564427,1620564719
46,2,"addr(ip='192.168.1.38', port=46167)","addr(ip='172.217.17.3', port=443)",4093,1620564699,1620564729
47,2,"addr(ip='192.168.1.38', port=43259)","addr(ip='142.250.184.174', port=443)",4093,1620564709,1620564739
-1,1,"addr(ip='192.168.1.38', port=44100)","addr(ip='142.250.184.174', port=443)",0,1620564709,1620564780
238,2,"addr(ip='192.168.1.38', port=39688)",(),4054,1620564820,1620564830
31,1,"addr(ip='192.168.1.38', port=38320)","addr(ip='52.113.194.132', port=443)",2729,1620564739,1620564870
39,1,"addr(ip='192.168.1.38', port=46106)","addr(ip='52.203.203.171', port=443)",4093,1620564608,1620564900
-1,1,"addr(ip='192.168.1.38', port=37938)","addr(ip='162.247.243.147', port=443)",0,1620564840,1620564900
238,2,"addr(ip='192.168.1.38', port=54562)",(),4054,1620564940,1620564951
32,1,"addr(ip='192.168.1.38', port=60596)","addr(ip='52.113.199.107', port=443)",2729,1620564830,1620564961
46,2,"addr(ip='192.168.1.38', port=55564)","addr(ip='142.250.200.110', port=443)",4093,1620564971,1620565001
38,1,"addr(ip='192.168.1.38', port=58334)","addr(ip='35.174.210.7', port=443)",4093,1620564729,1620565021
-1,1,"addr(ip='192.168.1.38', port=53662)","addr(ip='35.224.170.84', port=80)",0,1620564981,1620565041
238,2,"addr(ip='192.168.1.38', port=43843)",(),4054,1620565061,1620565071
39,1,"addr(ip='192.168.1.38', port=48136)","addr(ip='34.206.108.81', port=443)",4093,1620564900,1620565142
49,2,"addr(ip='192.168.1.38', port=58807)","addr(ip='172.217.17.3', port=443)",4093,1620561063,1620565192
238,2,"addr(ip='192.168.1.38', port=58807)",(),4054,1620565182,1620565192
-1,1,"addr(ip='192.168.1.38', port=44062)","addr(ip='162.247.243.146', port=443)",0,1620565142,1620565202
38,1,"addr(ip='192.168.1.38', port=58344)","addr(ip='35.174.210.7', port=443)",4093,1620564961,1620565263
-1,1,"addr(ip='192.168.1.38', port=55372)","addr(ip='35.232.111.17', port=80)",0,1620565283,1620565343
46,2,"addr(ip='192.168.1.38', port=53493)","addr(ip='142.250.201.74', port=443)",4093,1620565313,1620565343
47,2,"addr(ip='192.168.1.38', port=33663)","addr(ip='142.250.184.4', port=443)",4093,1620565323,1620565353
52,2,"addr(ip='192.168.1.38', port=34993)","addr(ip='172.217.168.174', port=443)",4093,1620565323,1620565353
-1,1,"addr(ip='192.168.1.38', port=36454)","addr(ip='142.250.201.74', port=443)",0,1620565313,1620565373
31,1,"addr(ip='192.168.1.38', port=42274)","addr(ip='52.113.199.115', port=443)",2729,1620565313,1620565444
39,1,"addr(ip='192.168.1.38', port=54120)","addr(ip='52.45.140.234', port=443)",4093,1620565142,1620565504
33,1,"addr(ip='192.168.1.38', port=38348)","addr(ip='52.113.194.132', port=443)",2729,1620565434,1620565555
38,1,"addr(ip='192.168.1.38', port=36862)","addr(ip='52.0.218.127', port=443)",4093,1620565202,1620565565
-1,1,"addr(ip='192.168.1.38', port=37966)","addr(ip='162.247.243.147', port=443)",0,1620565504,1620565565
-1,1,"addr(ip='192.168.1.38', port=51704)","addr(ip='34.120.186.93', port=443)",0,1620565525,1620565585
-1,1,"addr(ip='192.168.1.38', port=55390)","addr(ip='35.232.111.17', port=80)",0,1620565585,1620565645
31,1,"addr(ip='192.168.1.38', port=36976)","addr(ip='52.113.199.99', port=443)",2729,1620565615,1620565736
31,1,"addr(ip='192.168.1.38', port=34456)","addr(ip='52.113.205.28', port=443)",2729,1620565796,1620565917
-1,2,"addr(ip='192.168.1.38', port=48596)","addr(ip='142.250.184.163', port=443)",0,1620565887,1620565917
39,1,"addr(ip='192.168.1.38', port=34400)","addr(ip='52.204.144.45', port=443)",4093,1620565504,1620565927
38,1,"addr(ip='192.168.1.38', port=36882)","addr(ip='52.0.218.127', port=443)",4093,1620565565,1620565927
-1,1,"addr(ip='192.168.1.38', port=44106)","addr(ip='162.247.243.146', port=443)",0,1620565867,1620565927
-1,1,"addr(ip='192.168.1.38', port=51348)","addr(ip='142.250.184.163', port=443)",0,1620565887,1620565957
238,2,"addr(ip='192.168.1.38', port=40437)",(),4054,1620566018,1620566028
238,2,"addr(ip='192.168.1.38', port=55650)",(),4054,1620566138,1620566149
40,1,"addr(ip='192.168.1.38', port=50960)","addr(ip='34.120.186.93', port=443)",4093,1620560679,1620566169
48,1,"addr(ip='192.168.1.38', port=50960)","addr(ip='104.126.107.233', port=443)",4093,1620566159,1620566169
38,1,"addr(ip='192.168.1.38', port=40808)","addr(ip='54.144.172.128', port=443)",4093,1620565927,1620566219
238,2,"addr(ip='192.168.1.38', port=50941)",(),4054,1620566259,1620566269
39,1,"addr(ip='192.168.1.38', port=52714)","addr(ip='54.85.240.191', port=443)",4093,1620565927,1620566289
46,1,"addr(ip='192.168.1.38', port=44120)","addr(ip='162.247.243.146', port=443)",4093,1620566219,1620566289
34,1,"addr(ip='192.168.1.38', port=60650)","addr(ip='140.82.114.25', port=443)",4093,1620564286,1620566320
238,2,"addr(ip='192.168.1.38', port=44031)",(),4054,1620566380,1620566390
29,1,"addr(ip='192.168.1.38', port=49472)","addr(ip='52.114.92.97', port=443)",2729,1620566269,1620566400
41,1,"addr(ip='192.168.1.38', port=42986)","addr(ip='162.247.243.146', port=443)",4093,1620557999,1620566430
48,2,"addr(ip='192.168.1.38', port=42986)","addr(ip='142.250.184.4', port=443)",4093,1620566400,1620566430
38,1,"addr(ip='192.168.1.38', port=56924)","addr(ip='54.84.18.184', port=443)",4093,1620566229,1620566460
39,1,"addr(ip='192.168.1.38', port=48616)","addr(ip='54.173.95.250', port=443)",4093,1620566229,1620566460
-1,1,"addr(ip='192.168.1.38', port=51750)","addr(ip='34.120.186.93', port=443)",0,1620566420,1620566480
238,2,"addr(ip='192.168.1.38', port=49246)",(),4054,1620566501,1620566511
46,2,"addr(ip='192.168.1.38', port=45863)","addr(ip='142.250.200.110', port=443)",4093,1620566511,1620566531
238,2,"addr(ip='192.168.1.38', port=59033)",(),4054,1620566621,1620566631
67,1,"addr(ip='192.168.1.38', port=42505)","addr(ip='52.113.194.132', port=443)",4462,1620566601,1620566672
-1,1,"addr(ip='192.168.1.38', port=44142)","addr(ip='162.247.243.146', port=443)",0,1620566641,1620566702
238,2,"addr(ip='192.168.1.38', port=48095)",(),4054,1620566742,1620566752
48,2,"addr(ip='192.168.1.38', port=59954)","addr(ip='142.250.200.110', port=443)",4093,1620566772,1620566803
46,2,"addr(ip='192.168.1.38', port=45535)","addr(ip='142.250.200.110', port=443)",4093,1620566772,1620566803
39,1,"addr(ip='192.168.1.38', port=36932)","addr(ip='52.0.218.127', port=443)",4093,1620566460,1620566823
38,1,"addr(ip='192.168.1.38', port=45312)","addr(ip='3.224.140.159', port=443)",4093,1620566460,1620566823
46,2,"addr(ip='192.168.1.38', port=60553)","addr(ip='142.250.201.78', port=443)",4093,1620566883,1620566913
56,2,"addr(ip='192.168.1.38', port=38661)","addr(ip='172.217.164.3', port=443)",4093,1620566883,1620566913
67,2,"addr(ip='192.168.1.38', port=51406)","addr(ip='142.250.178.163', port=443)",4093,1620566883,1620566913
-1,1,"addr(ip='192.168.1.38', port=57590)","addr(ip='34.117.41.163', port=443)",0,1620566883,1620566944
-1,1,"addr(ip='192.168.1.38', port=40914)","addr(ip='142.250.201.78', port=443)",0,1620566883,1620566944
-1,1,"addr(ip='192.168.1.38', port=59910)","addr(ip='172.217.164.3', port=443)",0,1620566883,1620566944
